sentence1,sentence2,score,BoW score,TF-IDF score,BoW Pearson Correlation,BoW Spearman Rank Correlation,TF-IDF Pearson Correlation,TF-IDF Spearman Rank Correlation,BoW/True,TF-IDF/True
Texas Instruments climbed $1.37 to $19.25 yesterday and Novellus Systems Inc. advanced $1.76 to $36.31.,"Texas Instruments climbed $US1.37 to $US19.25 and Novellus Systems advanced $US1.76 to $US36.31, each having been raised to ""overweight"" by Lehman.",0.75,0.678914604256241,0.5562073160046771,0.0,0.0,0.0,0.0,0.9052194723416546,0.7416097546729028
She asked to be excused from last week's Cabinet session to prepare for a meeting with the presidents of Rwanda and Uganda.,She took the highly unusual step of skipping cabinet to attend a meeting with the presidents of Rwanda and Uganda.,0.69,0.6086956521739131,0.5014492618244141,0.0,0.0,0.0,0.0,0.8821676118462509,0.7267380606150929
"In a mixture of ancient pagan and modern Christian rites, the villagers have staged a series of ceremonies hoping to erase the misfortunes they believe have kept them poor.",In a mixture of ancient Melanesian pagan and modern Christian ceremonies the people tried again to erase the misfortunes they believe have kept them poor since that long-ago meal.,0.8,0.750366479376867,0.6890535825974773,0.0,0.0,0.0,0.0,0.9379580992210836,0.8613169782468466
"The Dow Jones industrial average .DJI edged up 13.33 points, or 0.15 percent, to 9,196.55.","The Dow Jones industrial average <.DJI> was off 7.75 points, or 0.08 percent, at 9,175.47.",0.5,0.5457051563317492,0.48332412711472805,0.0,0.0,0.0,0.0,1.0914103126634984,0.9666482542294561
Monkeypox is usually found only in central and western Africa.,"Prairie dogs, usually found in southwestern and western states, aren’t indigenous to Wisconsin.",0.05,0.43852900965351466,0.33909423565233265,0.0,0.0,0.0,0.0,8.770580193070293,6.781884713046653
"The film is the second of a trilogy, which will wrap up in November with The Matrix Revolutions.","""Reloaded"" is the second installment of a trilogy; ""The Matrix Revolutions"" is slated for debut in November.",0.77,0.6993786061802354,0.5746664441694989,0.0,0.0,0.0,0.0,0.9082839041301758,0.7463200573629856
"In addition, the Justice Department said that the FBI has conducted ''fewer than 10'' investigations involving visits to mosques.","In addition, ""fewer than 10"" FBI offices have conducted investigations involving visits to Islamic mosques, the Justice Department said.",0.75,0.85106449634699,0.8879540846040721,0.0,0.0,0.0,0.0,1.1347526617959867,1.1839387794720961
The launch coincides with the JavaOne developers' conference in San Francisco this week.,The news also comes in conjunction with Suns annual JavaOne developers conference in San Francisco.,0.65,0.6262242910851494,0.5434351187827032,0.0,0.0,0.0,0.0,0.9634219862848452,0.8360540288964665
"A Royal Duty is based on his experiences with Diana, Princess of Wales and letters allegedly to and from her.","The royal household was bracing itself for any more revelations in A Royal Duty, based on the former servant’s time with Diana, Princess of Wales.",0.55,0.4123930494211613,0.500344656166385,0.0,0.0,0.0,0.0,0.7498055444021113,0.9097175566661545
"The army said the raid, which comes just days after Israeli troops shot and killed Abdullah Kawasme, the Hamas leader in the city, targeted militants in Hamas.","The arrests came just days after Israeli troops shot and killed Abdullah Kawasme, the militant group's leader in Hebron.",0.6,0.6988362419217079,0.5445846136663871,0.0,0.0,0.0,0.0,1.1647270698695131,0.9076410227773118
"SARS went on to claim the lives of 44 people in the Toronto area, including two nurses and a doctor.","The virus killed 44 people in the Toronto area, including one doctor and two nurses.",0.64,0.7409585736349484,0.6898570153257506,0.0,0.0,0.0,0.0,1.157747771304607,1.0779015864464854
"Apple Computer's new online music service sold more than 1 million songs during its first week of operation, the company said Monday.",Apple Computer Inc. said Monday it exceeded record industry expectations by selling more than 1 million songs since the launch of its online music store a week ago.,0.92,0.5991446895152782,0.5369796103454928,0.0,0.0,0.0,0.0,0.651244227733998,0.5836734895059704
He had been arrested twice before for trespassing and barred from the complex - home to his mother and two children.,He had been arrested twice before for trespassing and was barred from the complex.,0.72,0.7977240352174657,0.8305017474114822,0.0,0.0,0.0,0.0,1.1079500489131469,1.1534746491826142
Oracle Corp's Chairman and CEO Larry Ellison didn't rule out sweetening the company's unsolicited offer to acquire rival PeopleSoft Inc.,Oracle chairman Larry Ellison has hinted that the company could yet again increase its offer for rival PeopleSoft.,0.88,0.47434164902525694,0.5159676376390698,0.0,0.0,0.0,0.0,0.5390246011650647,0.5863268609534884
"The Portuguese weather service said Europe's heatwave was caused by a mass of hot, dry air moving from the southeast.","The heatwave was due to a mass of hot, dry air from the southeast, said Mario Almeida of Portugal's weather service.",0.81,0.7572401854185359,0.6618511462853616,0.0,0.0,0.0,0.0,0.9348644264426368,0.8171001805992117
"""Spending taxpayer dollars to create terrorism betting parlors is as wasteful as it is repugnant,"" they announced at a press conference yesterday.","""Spending taxpayer dollars to create terrorism betting parlors is as wasteful as it is repugnant,"" Wyden and Dorgan said Monday in a letter to the Pentagon.",0.7,0.7184212081070996,0.7168152818134401,0.0,0.0,0.0,0.0,1.026316011581571,1.0240218311620575
"Still, the ""somewhat ambiguous ruling"" might be a setback for Static Control depending on how it developed its competing product, Merrill Lynch analyst Steven Milunovich said.","But Merrill Lynch analyst Steven Milunovich said the ""somewhat ambiguous ruling"" by regulators might be a setback for Static Control depending on how it developed its competing product.",1.0,0.9237604307034013,0.9391238043911013,0.0,0.0,0.0,0.0,0.9237604307034013,0.9391238043911013
The monkeys could track their progress by watching a schematic representation of the arm and its motions on a video screen.,"The arm was kept in a separate room, but the monkeys could track their progress by watching a representation of the arm and its motions on a video screen.",0.8,0.8607533668498877,0.8202711042204865,0.0,0.0,0.0,0.0,1.0759417085623595,1.025338880275608
"That triggered a 47-hour police standoff that inconvenienced thousands of commuters, as traffic backed up in Downtown Washington and northern Virginia.",His protest led to a 47-hour standoff with police that caused huge traffic jams in downtown Washington and northern Virginia.,0.8,0.6061281253562041,0.5669777488410015,0.0,0.0,0.0,0.0,0.7576601566952551,0.7087221860512518
"The Standard & Poor's 500 index advanced 6.48, or 0.7 per cent, to 990.51.","The broader Standard & Poor's 500 Index .SPX rose 6.48 points, or 0.66 percent, to 990.51.",0.95,0.6933752452815365,0.6606020316453957,0.0,0.0,0.0,0.0,0.7298686792437227,0.6953705596267323
Agriculture ministers from more than one hundred nations are expected to attend the three-day Ministerial Conference and Expo on Agricultural Science and Technology sponsored by the U.S. Department of Agriculture.,U.S. Agriculture Secretary Ann Veneman kicks off the three-day Ministerial Conference and Expo on Agricultural Science and Technology on Monday.,0.75,0.6123724356957945,0.5649706365414798,0.0,0.0,0.0,0.0,0.8164965809277259,0.7532941820553064
Complicating the situation is the presence of battle-hardened Liberians who have been fighting on both sides.,"Fighting has continued sporadically in the west, where it is complicated by the presence of battle-hardened Liberians on both sides.",0.8,0.6697108225289158,0.6000397882190951,0.0,0.0,0.0,0.0,0.8371385281611446,0.7500497352738689
This year the Audubon Society once again hosts its annual Christmas Bird Count.,"It's the National Audubon Society's annual Christmas Bird Count, now in its 104th season.",0.7,0.592999453328881,0.6069749913343401,0.0,0.0,0.0,0.0,0.8471420761841159,0.8671071304776288
"Before it was removed, the site listed in broken English the rules for hackers who might participate.","Organizers established a Web site, http://defacerschallenge.com, listing in broken English the rules for hackers who might participate.",0.6,0.6488856845230502,0.565190420148324,0.0,0.0,0.0,0.0,1.0814761408717504,0.9419840335805401
Doctors have speculated that the body’s own estrogen protects against cell damage and improves blood flow.,Their belief was based on speculation that estrogen prevents cell damage and improves blood flow.,0.84,0.5163977794943222,0.5352173281112782,0.0,0.0,0.0,0.0,0.6147592613027646,0.6371634858467597
They also found shortness was associated with a family history of hearing loss.,Shortness was found twice as often in those with hearing loss.,0.68,0.5222329678670935,0.5228352851538892,0.0,0.0,0.0,0.0,0.7679896586280787,0.7688754193439546
"Cisco executives said they were encouraged by $1.3 billion in cash flow and the increase in net income, but hoped for a rebound.","Cisco executives were encouraged by $1.3 billion in cash flow and the increase in net income, but said they remained ``cautiously optimistic'' about a rebound.",0.92,0.8757605390397143,0.8247927871041181,0.0,0.0,0.0,0.0,0.9519136293909938,0.8965138990262153
"In an E-mail statement to the Knoxville News Sentinel, Shumaker said, ''I am not giving any consideration to resignation.","I am not giving any consideration to resignation,"" Shumaker said in a statement.",0.8,0.8090398349558905,0.7896250624209284,0.0,0.0,0.0,0.0,1.0112997936948631,0.9870313280261606
A poll showed that the FBI bugging of the mayor had given a boost to his reelection effort against GOP opponent Sam Katz.,A poll released this week showed that the FBI bugging of the mayor has given a boost to his re-election effort.,0.8,0.7112867591590193,0.6484460568475208,0.0,0.0,0.0,0.0,0.889108448948774,0.810557571059401
"The injured passenger at John Peter Smith Hospital died later Friday morning, Jones said.","The injured passenger at John Peter Smith died later in the morning; his name has not been released, Jones said.",0.73,0.7407437469876467,0.7808756665212125,0.0,0.0,0.0,0.0,1.0147174616269132,1.0696926938646747
"Doctors had planned to deliver him two weeks early, on or around November 14.","A Caesarean had originally been planned in mid- November, two weeks early.",0.72,0.48349377841522817,0.4961179941901171,0.0,0.0,0.0,0.0,0.6715191366878169,0.6890527697084959
"Sobig.F spreads when unsuspecting computer users open file attachments in emails that contain such familiar headings as ""Thank You!,"" ""Re: Details"" or ""Re: That Movie.""","The virus spreads when unsuspecting computer users open file attachments in emails that contain familiar headings like ""Thank You!"" and ""Re: Details"".",0.8,0.7918075824648957,0.8451029472874281,0.0,0.0,0.0,0.0,0.9897594780811195,1.056378684109285
"The technology-laced Nasdaq Composite Index .IXIC rose 17.26 points, or 1.06 percent, to 1,640.06, based on the latest data.","The broader Standard & Poor's 500 Index <.SPX> gained 5.51 points, or 0.56 percent, to 981.73.",0.2,0.34320323649182205,0.15590276680174053,0.0,0.0,0.0,0.0,1.7160161824591103,0.7795138340087027
"Founders of the group are Matsushita Electric, Sony, Hitachi, NEC, Royal Philips Electronics, Samsung, Sharp and Toshiba.","CELF's founding members are Hitachi, Matsushita, NEC, Philips, Samsung, Sharp, Sony, and Toshiba.",0.68,0.6726727939963124,0.6915975701488402,0.0,0.0,0.0,0.0,0.9892246970534005,1.0170552502188825
"Is it in the food supply?"" says David Ropeik, director of risk communication at the Harvard Center for Risk Analysis.","""It's not zero,"" said David Ropeik, director of risk communication at the Harvard Center for Risk Analysis.",0.35,0.7960979398444399,0.8503106559196316,0.0,0.0,0.0,0.0,2.2745655424126854,2.4294590169132335
"During a screaming match in 1999, Carolyn told John she was still sleeping with Bergin.","She, in turn, occasionally told John that she was still sleeping with an ex-boyfriend, ""Baywatch"" hunk Michael Bergin.",0.6,0.5832118435198043,0.45473657695895087,0.0,0.0,0.0,0.0,0.9720197391996738,0.7578942949315848
"On the other hand, if this will help further establish Steve's innocence, we welcome it.""","If draining the ponds in Maryland will further help establish Steve's innocence, we welcome it.""",0.65,0.7333333333333332,0.734820894930468,0.0,0.0,0.0,0.0,1.128205128205128,1.1304936845084121
"Fletcher said he expects to have the support of lawmakers from agricultural states, many of whom are on the committee.",He said he also expects to have the support of lawmakers from other agricultural states.,0.68,0.7426106572325059,0.7029842672510392,0.0,0.0,0.0,0.0,1.0920744959301556,1.033800393016234
"Seven 20- and 21-year-old cadets were ticketed by police for drinking alcohol in an off-campus hotel room early Saturday with two young women, aged 16 and 18.","Seven 20- and 21-year-old male cadets were caught in an off-campus hotel room early Saturday with two female teens, 16 and 18 years.",0.64,0.7683760704982199,0.6806323707684457,0.0,0.0,0.0,0.0,1.2005876101534685,1.0634880793256964
Such a step could put the issue before the UN Security Council.,The matter could then be sent to the U.N. Security Council.,0.56,0.5604485383178051,0.35360655509341693,0.0,0.0,0.0,0.0,1.0008009612817947,0.6314402769525301
"He planned to stay all day until the river crested, which was forecast for late last night.",He and the other lawyers planned to stay until the river starts receding.,0.48,0.5009794328681195,0.4361534649923756,0.0,0.0,0.0,0.0,1.0437071518085823,0.9086530520674493
"The camp hosts summer religious retreats for children and other events year-round, according to its Web site.","The Saint Sophia Camp hosts religious retreats for children during the summer months as well as other events year round, according to its Web site.",0.68,0.7878385971583355,0.8096221218416669,0.0,0.0,0.0,0.0,1.1585861722916697,1.190620767414216
Dealers said the single currency's downward momentum against the dollar could pick up speed if it broke below $1.15.,Dealers said the euro's downward momentum may pick up speed should it break below $1.15.,0.72,0.6761234037828132,0.6601976683420461,0.0,0.0,0.0,0.0,0.9390602830316851,0.9169412060306196
"Gemstar's shares gathered up 2.6 percent, adding 14 cents to $5.49 at the close.","Gemstar shares moved higher on the news, closing up 2.6 percent at $5.49 on Nasdaq.",0.76,0.4853626716970755,0.4593919302166382,0.0,0.0,0.0,0.0,0.6386350943382572,0.6044630660745239
"Along with chipmaker Intel, the companies include Sony Corp., Microsoft Corp., Hewlett-Packard Co., IBM Corp., Gateway Inc. and Nokia Corp.","Along with chip maker Intel, the companies include Sony, Microsoft, Hewlett-Packard, International Business Machines, Gateway, Nokia and others.",0.96,0.5191699914900667,0.47661566680307543,0.0,0.0,0.0,0.0,0.5408020744688196,0.49647465291987025
"Kroger Co., which owns Ralphs, and Albertsons Inc. bargain jointly with Safeway and locked out their union workers the next day.","In a show of corporate solidarity, Kroger Co., which owns Ralphs, and Albertson Inc. locked out their workers the next morning.",0.76,0.6527533657682197,0.5986779158628938,0.0,0.0,0.0,0.0,0.8588860075897629,0.7877340998195971
"According to the Census Bureau, the Hispanic population increased by 9.8 percent from the April 2000 census figures.","The Hispanic population increased by 9.8per cent from the April 2000 census figures, despite less favourable social and economic conditions than in the 1990s.",0.67,0.6937819061732103,0.573765240703326,0.0,0.0,0.0,0.0,1.035495382348075,0.8563660309004866
Its shares jumped to $54.50 in pre-open trading from $50.90 at Wednesday's close.,"Shares jumped almost 7 percent in pre-open trading, rising to $18.26 from $17.05 at Tuesday's close.",0.5,0.5555555555555557,0.4553085794810735,0.0,0.0,0.0,0.0,1.1111111111111114,0.910617158962147
"The Dow Jones industrial average <.DJI> was off 58.69 points, or 0.64 percent, at 9,137.86.","The Dow Jones industrial average .DJI fell 79.43 points, or 0.86 percent, to 9,117.12 on Friday.",0.48,0.5716619504750295,0.5361948628965754,0.0,0.0,0.0,0.0,1.1909623968229783,1.117072631034532
"His lawyer, Pamela MacKey, said Bryant expects to be completely exonerated.","""Mr. Bryant is innocent and expects to be completely exonerated,"" Mackey said in a statement.",0.76,0.6446583712203042,0.697133654023778,0.0,0.0,0.0,0.0,0.8482346989740845,0.9172811237154974
"It was the best advance since Oct. 1, when the index gained 22.25.","Standard & Poor's 500 index rose 15.66 to 1,046.79, its best advance since Oct. 1, when it gained 22.25.",0.6,0.5773502691896257,0.6673878457741821,0.0,0.0,0.0,0.0,0.9622504486493763,1.1123130762903035
Mr. Mask said Mr. Cullen would be taken from the Somerset County Jail by Thursday and moved to the Ann Klein Forensic Hospital just outside Trenton for psychiatric care.,"Charles Cullen, 43, was transferred from the Somerset County Jail in Somerville to the Anne Klein Forensic Center, a 150-bed psychiatric treatment facility in Trenton.",0.74,0.4525557286846652,0.4612839099183942,0.0,0.0,0.0,0.0,0.6115617955198178,0.623356635024857
Scientists believed Stardust trapped thousands of particles of dust.,Stardust was designed to gather thousands of dust particles streaming from Wild 2.,0.6,0.5222329678670935,0.5387886522337905,0.0,0.0,0.0,0.0,0.8703882797784892,0.8979810870563175
The report by the independent expert committee aims to dissipate any suspicion about the Hong Kong government's handling of the SARS crisis.,A long awaited report on the Hong Kong government's handling of the SARS outbreak has been released.,0.55,0.6063390625908325,0.44621553276869347,0.0,0.0,0.0,0.0,1.102434659256059,0.8113009686703517
Both devices implement the v1.2 standard's eSCO facility to provide the basis for new cordless telephony applications.,BlueCore3 also implements v1.2's eSCO facility to provide the basis for advanced cordless telephony applications for Bluetooth transmission.,0.65,0.6668859288553501,0.6251478688594367,0.0,0.0,0.0,0.0,1.025978352085154,0.9617659520914411
"The drop in core wholesale prices in April reflected falling prices for cars, trucks, men's and boy's clothes and cigarettes.","That was the biggest drop since August 1993 and stemmed from falling prices for cars, trucks, men's and boys' clothes and cigarettes.",0.7,0.630061919161936,0.6105004257321166,0.0,0.0,0.0,0.0,0.9000884559456229,0.8721434653315951
"International rescue workers are scouring flattened debris for survivors in Iran's shattered ancient Silk Road city of Bam after a violent earthquake killed more than 20,000 people.",International rescue workers hacked desperately through flattened debris for survivors and cemeteries overflowed in Iran's ancient Silk Road city of Bam yesterday.,0.6,0.6154574548966636,0.6103586326620833,0.0,0.0,0.0,0.0,1.0257624248277728,1.017264387770139
"Griffith, a Mount Airy native, now lives on the North Carolina coast in Manteo.","Griffith, 77, grew up in Mount Airy and now lives in Manteo.",0.8,0.592999453328881,0.6743229909015037,0.0,0.0,0.0,0.0,0.7412493166611013,0.8429037386268796
The Conference Board reported its U.S. Consumer Confidence Index slipped to 83.5 in June from 83.6 in May.,"The consumer-confidence index came in at 83.5 in June, down slightly from a revised 83.6 in May, the Conference Board said.",0.93,0.7838618016696206,0.771157315276634,0.0,0.0,0.0,0.0,0.8428621523329254,0.8292014142759505
"""I notice a mood change in their priorities,"" one politician said.","""I notice a mood change in their priorities,"" said one Iraqi politician after meeting with Mr. Bremer.",0.67,0.7745966692414833,0.8002251087646913,0.0,0.0,0.0,0.0,1.1561144317037064,1.1943658339771512
"Heather, 35, who lost a leg in a road accident, is thought to have steel plates fitted in her hips, which would make natural childbirth impossible.",Former model Lady McCartney lost a leg in a road accident in 1993 and is understood to have steel plates fitted in her hips which would make natural childbirth difficult.,0.48,0.7735737130957594,0.6909764897520736,0.0,0.0,0.0,0.0,1.6116119022828321,1.4395343536501535
"The network is also dropping its Friday night ""Dateline"" edition.","The network will drop one edition of ""Dateline,"" its newsmagazine franchise.",0.77,0.4767312946227962,0.47360947136202713,0.0,0.0,0.0,0.0,0.6191315514581769,0.6150772355351002
Vice President Dick Cheney and Mississippi Republican gubernatorial candidate Haley Barbour acknowledge the cheering crowd.,Vice President Dick Cheney says Mississippi Republican Haley Barbour would be a good governor because of his government and business savvy.,0.48,0.5196152422706631,0.5617137616645972,0.0,0.0,0.0,0.0,1.0825317547305482,1.1702370034679108
"The 51-year-old nurse worked at North York General Hospital, the epicentre of the latest outbreak.","Emile Laroza, 51, contracted SARS while working as a nurse at North York General Hospital, the epicentre of the second SARS outbreak.",0.6,0.6672461249826394,0.5510432394460929,0.0,0.0,0.0,0.0,1.1120768749710657,0.9184053990768215
Rusch has also allowed five or more earned runs in each of his last three starts.,Redman has allowed two earned runs or less in six of his nine starts.,0.4,0.6013377943029549,0.5322238872659167,0.0,0.0,0.0,0.0,1.503344485757387,1.3305597181647917
Mr. Turner transferred about 10 million shares to a charitable trust before they were sold.,The sales leave Mr. Turner with about 45 million shares in AOL.,0.32,0.38575837490522985,0.39419435038070466,0.0,0.0,0.0,0.0,1.2054949215788433,1.2318573449397021
He also recruited others to participate in the scheme by convincing them to receive fraudulently obtained merchandise he had ordered for himself.,He also recruited other people to take delivery of fraudulently obtained merchandise he had ordered.,0.8,0.6183469424008424,0.6275508220934422,0.0,0.0,0.0,0.0,0.772933678001053,0.7844385276168027
The New York Mets then selected outfielder Lastings Milledge from Lakewood Ranch High School in Florida.,"The Mets took Lastings Milledge, an outfielder from Florida, with the 12th pick.",0.76,0.5163977794943222,0.5384230541286759,0.0,0.0,0.0,0.0,0.6794707624925292,0.7084513870114156
Florida Sen. Bob Graham was not identifiable by 61 percent of those polled.,Kerry was viewed favorably by 66 percent of those polled; Dean at 57 percent.,0.25,0.48536267169707553,0.324787014830837,0.0,0.0,0.0,0.0,1.9414506867883021,1.299148059323348
"The broader Standard & Poor's 500 Index .SPX rose 3.47 points, or 0.36 percent, to 977.59.","The tech-laden Nasdaq Composite Index .IXIC shed 8 points, or 0.45 percent, to 1,645.",0.2,0.4008918628686366,0.2057331257208944,0.0,0.0,0.0,0.0,2.004459314343183,1.028665628604472
"As a result, 24 players broke par in the first round.","Twenty-four players broke par in the first round, the third highest figure in U.S. Open history.",0.6,0.6363961030678927,0.5612002256119808,0.0,0.0,0.0,0.0,1.0606601717798212,0.9353337093533014
Albertsons and Kroger's Ralphs chain locked out their workers in response.,Kroger's Ralphs chain and Albertsons immediately locked out their grocery workers in a show of solidarity.,0.8,0.778498944161523,0.7567218503709687,0.0,0.0,0.0,0.0,0.9731236802019037,0.9459023129637109
"The technology-packed Nasdaq Composite Index <.IXIC> dropped 37.78 points, or 1.94 percent, to 1,912.36.","The Nasdaq composite index fell 2.95, or 0.2 percent, for the week to 1,912.36 after stumbling 37.78 yesterday.",0.4,0.6351073488299558,0.5806565385550162,0.0,0.0,0.0,0.0,1.5877683720748894,1.4516413463875404
"Shares of SCO closed at $10.93, down 28 cents, in Monday trading on the Nasdaq Stock Market.","IBM shares closed up $1.75, or 2.11 percent, at $84.50 on the New York Stock Exchange.",0.2,0.3429971702850177,0.23502285250471153,0.0,0.0,0.0,0.0,1.7149858514250884,1.1751142625235576
"The House voted 425 to 2 to clear the bill, the first of 13 that Congress must pass each year to fund the federal government.",The bill is among the first of 13 that Congress must pass each year to fund the federal government.,0.6,0.8640987597877147,0.7967391620093014,0.0,0.0,0.0,0.0,1.4401645996461911,1.3278986033488358
"Knight agreed to a two-year, $2.38 million contract that included a $300,000 signing bonus.","ESPN reported that Knight's two-year deal is worth $2.38 million, including a $300,000 signing bonus.",0.95,0.6681531047810609,0.6718299225231328,0.0,0.0,0.0,0.0,0.7033190576642747,0.7071893921296135
"Against the Japanese currency, the euro was at 135.92/6.04 yen against the late New York level of 136.03/14.","The dollar was at 117.85 yen against the Japanese currency, up 0.1 percent.",0.55,0.6128258770283411,0.4202584027831606,0.0,0.0,0.0,0.0,1.1142288673242564,0.7641061868784738
The procedure is generally performed in the second or third trimester.,"The technique is used during the second and, occasionally, third trimester of pregnancy.",0.9,0.5728918992315463,0.3872201747699718,0.0,0.0,0.0,0.0,0.6365465547017181,0.430244638633302
"Besides Hampton and Newport News, the grant funds water testing in Yorktown, King George County, Norfolk and Virginia Beach.","The grant also funds beach testing in King George County, Norfolk and Virginia Beach.",0.6,0.7637626158259734,0.7207890509898365,0.0,0.0,0.0,0.0,1.272937693043289,1.201315084983061
He said the attackers left behind leaflets urging staff at the Ishtar Sheraton to stop working at the hotel and demanding U.S. forces leave Iraq.,He said the attackers left behind leaflets urging workers at the Ishtar Sheraton to stop working at the hotel.,0.6,0.884537962671703,0.8458856128526763,0.0,0.0,0.0,0.0,1.4742299377861718,1.4098093547544606
"With diplomacy heating up in the nearly 10-month-old nuclear crisis, Chinese Foreign Minister Li Zhaoxing is slated to visit South Korea from August 13 to 15.","With diplomacy heating up in the nearly 10-month-old crisis, Chinese Foreign Minister Li Zhaoxing flies to Japan on Sunday en route to South Korea on August 13.",0.6,0.7627700713964738,0.7527506626334863,0.0,0.0,0.0,0.0,1.2712834523274563,1.2545844377224773
Bond bulls would like the Fed to recognize that risks are biased toward economic weakness.,The Fed also said the risks to the economy were biased toward weakness.,0.52,0.533113989983183,0.5655617146876215,0.0,0.0,0.0,0.0,1.0252192115061212,1.0876186820915799
"""There is the real potential for a secondary collapse,"" Gov. James McGreevey said.","The damaged area of the garage was not stable, with ``the real potential for a secondary collapse,'' McGreevey said.",0.72,0.5892556509887897,0.6147456452607848,0.0,0.0,0.0,0.0,0.8184106263733191,0.8538133961955344
No. 2 HP saw its Unix server sales dropped 3.6 percent to $1.36 billion.,HP fell to second place with server sales growing 0.4 percent to $2.9 billion.,0.47,0.5400617248673218,0.4849780020419213,0.0,0.0,0.0,0.0,1.1490674997177062,1.0318680894508965
"""People are obviously inconvenienced,"" said Dr. Jim Young, Ontario's commissioner of public safety.","""We're being hyper-vigilant,"" said Dr. James Young, Ontario's commissioner of public safety.",0.45,0.592999453328881,0.545931029586018,0.0,0.0,0.0,0.0,1.3177765629530689,1.2131800657467067
"The others were given copies of ""Dr. Atkins' New Diet Revolution"" and told to follow it.","The researchers gave copies of ""Dr. Atkins' New Diet Revolution"" to the carb-cutters.",0.5,0.625,0.590888126001831,0.0,0.0,0.0,0.0,1.25,1.181776252003662
"The rapper's lawyer, Mark Gann, didn't return calls for comment.","The 27-year-old rapper's attorney in the civil matter, Mark Gann, did not return calls for comment.",0.9,0.6363961030678927,0.6222318480810336,0.0,0.0,0.0,0.0,0.7071067811865475,0.6913687200900374
"Also weighing on the market was news that General Motors GM.N planned to issue $10 billion in debt, in part to plug a hole in its pension plan.","Also hurting was news General Motors GM.N was to issue $10 billion in debt, in part to plug a hole in its pension plan.",0.95,0.8827348295047497,0.8466158789578793,0.0,0.0,0.0,0.0,0.9291945573734207,0.8911746094293467
Russin did not comment; his lawyer did not attend the hearing and did not return phone messages.,"His lawyer, a cousin, Basil Russin, did not attend the hearing and did not return phone messages.",0.68,0.9135002783911397,0.8559601200567372,0.0,0.0,0.0,0.0,1.3433827623399113,1.2587648824363782
"Licensing revenue slid 21 percent, however, to $107.6 million.","License sales, a key measure of demand, fell 21 percent to $107.6 million.",0.8,0.4811252243246881,0.36871377033406555,0.0,0.0,0.0,0.0,0.6014065304058601,0.4608922129175819
"Hispanics, the fastest growing ethnic group in the US, have overtaken blacks to become the largest minority in the US, according to newly released government figures.","Hispanics have officially overtaken African Americans as the largest minority group in the US, according to a report released by the US Census Bureau.",0.7,0.7581425055034354,0.5652702880262295,0.0,0.0,0.0,0.0,1.083060722147765,0.8075289828946136
"The Bishop of Armidale, Peter Brain, was forthright.","""He hasn't got much choice,"" said the Bishop of Armidale, Peter Brain.",0.4,0.6123724356957946,0.6038659786291537,0.0,0.0,0.0,0.0,1.5309310892394863,1.5096649465728842
"When fully operational, the facility is expected to employ up to 1,000 people.","The plant would employ 1,000 people when fully built out, the company said.",0.8,0.46666666666666656,0.5266095797755768,0.0,0.0,0.0,0.0,0.5833333333333331,0.6582619747194709
The American Stock Exchange biotech index .BTK surged 5 percent.,The Philadelphia Stock Exchange's semiconductor index .SOXX jumped 6.10 percent.,0.28,0.5270462766947299,0.30934563616033833,0.0,0.0,0.0,0.0,1.8823081310526066,1.1048058434297796
"""I really liked him and I still do,"" Cohen Alon told the Herald yesterday.","And I really liked him, and I still do.",0.64,0.6735753140545635,0.6643365930240435,0.0,0.0,0.0,0.0,1.0524614282102553,1.038025926600068
"For the full 12-month period ending June 30, 2003, advanced services lines for ADSL increased by 37 percent and cable modem connections increased by 75 percent.","For the 12-month period ending June 30, high-speed lines installed in homes and businesses increased by 45 percent.",0.36,0.6425396041156863,0.5288963238863363,0.0,0.0,0.0,0.0,1.7848322336546842,1.4691564552398233
State Education Commissioner Kent King said Wednesday that the scores on the Missouri Assessment Program tests disappointed him.,Missouri Education Commissioner Kent King said he was disappointed by the scores.,0.64,0.6454972243679029,0.735320878186955,0.0,0.0,0.0,0.0,1.0085894130748483,1.1489388721671172
"Agents found more than 1,000 credit cards and credit card duplicating machines during a search of Ragin's address.","When Ragin's address was raided, authorities found more than 1,000 credit cards and duplicating machines.",0.96,0.7108186533109108,0.7290991245320277,0.0,0.0,0.0,0.0,0.7404360971988654,0.7594782547208623
"Lowe's, with about half as many stores, reported a 33 percent increase in third-quarter profit behind a 12 percent jump in same-store sales.",Home Depot reported a 22 percent jump in third-quarter profit behind a nearly 8 percent rise in same-store sales.,0.28,0.6975184488828854,0.6033656695544193,0.0,0.0,0.0,0.0,2.4911373174388762,2.154877391265783
Caldera acquired the Unix server software of the original SCO and changed its name to the SCO Group.,"SCO changed its name to Tarantella, and Caldera later changed its name to the SCO Group.",0.52,0.6923076923076923,0.6870191578124856,0.0,0.0,0.0,0.0,1.331360946745562,1.3211906881009337
"Officers threw him to the ground and handcuffed him, and Reyna dropped a knee into his back, according to testimony.","That's when officers threw him to the ground and handcuffed him, according to testimony.",0.65,0.8013876853447539,0.7633127019331639,0.0,0.0,0.0,0.0,1.2329041312996214,1.174327233743329
"The best-performing stock was Altria Group Inc., which rose more than 27 percent to close at $42.31 a share.","Altria Group Inc. MO.N fell 50 cents, or 1.2 percent, to $41.81.",0.35,0.32274861218395146,0.3057276302885978,0.0,0.0,0.0,0.0,0.9221388919541471,0.8735075151102795
